,date,temperature_2m (°C),precipitation (mm),rain (mm),cloudcover (%),cloudcover_low (%),cloudcover_mid (%),cloudcover_high (%),windspeed_10m (km/h),winddirection_10m (°)
300,2016-10-27,6.91,0.37,0.37,89.25,45.29,92.12,85.92,12.83,88.38
301,2016-10-28,9.78,0.26,0.26,68.04,69.92,19.92,21.08,18.12,278.96
302,2016-10-29,8.98,0.0,0.0,24.62,0.04,3.88,73.96,11.86,261.5
303,2016-10-30,17.08,0.26,0.26,76.21,53.0,54.21,51.33,9.27,234.96
304,2016-10-31,10.92,0.1,0.1,37.08,32.33,14.21,24.0,12.98,342.46
305,2016-11-01,8.67,0.0,0.0,30.5,21.08,0.0,38.12,8.07,89.5
306,2016-11-02,13.7,0.0,0.0,37.17,16.08,10.21,54.92,8.75,221.04
307,2016-11-03,15.92,0.02,0.02,38.71,5.58,28.62,54.58,11.02,255.67
308,2016-11-04,13.41,0.0,0.0,15.58,6.12,6.54,20.54,11.85,322.29
309,2016-11-05,10.06,0.0,0.0,7.58,5.33,2.46,4.04,10.4,297.79
310,2016-11-06,11.72,0.0,0.0,13.67,5.96,3.33,20.71,14.3,252.88
311,2016-11-07,7.67,0.0,0.0,3.0,0.17,0.08,9.12,11.59,185.42
312,2016-11-08,9.39,0.0,0.0,3.5,1.33,0.0,7.67,5.5,293.12
313,2016-11-09,11.2,0.09,0.09,66.79,28.71,59.33,71.58,6.69,296.92
314,2016-11-10,9.46,0.05,0.05,41.83,29.38,22.25,34.42,13.18,312.67
315,2016-11-11,11.58,0.0,0.0,6.92,6.38,0.0,3.88,18.92,271.96
316,2016-11-12,6.32,0.0,0.0,1.5,0.0,0.0,4.92,13.27,310.38
317,2016-11-13,8.21,0.0,0.0,6.83,0.0,2.54,17.62,12.4,255.0
318,2016-11-14,9.28,0.0,0.0,13.88,0.0,10.62,24.96,9.16,249.12
319,2016-11-15,9.87,0.96,0.96,92.08,63.04,81.12,27.71,11.61,184.58
320,2016-11-16,10.15,0.0,0.0,37.88,35.75,8.92,1.04,11.07,269.33
321,2016-11-17,11.1,0.0,0.0,5.08,3.33,3.38,0.0,11.06,310.38
322,2016-11-18,10.39,0.0,0.0,0.04,0.04,0.0,0.0,8.09,329.0
323,2016-11-19,10.48,0.0,0.0,0.62,0.62,0.0,0.0,8.69,117.08
324,2016-11-20,5.89,0.49,0.45,85.33,64.67,81.58,16.67,22.52,252.88
325,2016-11-21,3.91,0.0,0.0,97.42,78.33,89.62,30.0,27.2,282.71
326,2016-11-22,4.0,0.0,0.0,41.5,38.08,15.96,3.62,22.54,294.75
327,2016-11-23,3.63,0.0,0.0,17.17,10.0,4.12,18.58,12.76,289.67
328,2016-11-24,5.36,0.03,0.03,67.83,14.62,69.54,55.12,7.86,71.62
329,2016-11-25,8.01,0.03,0.03,93.88,84.79,54.0,41.54,5.15,224.5
330,2016-11-26,8.03,0.03,0.03,57.62,39.67,38.92,51.46,8.65,316.67
331,2016-11-27,5.83,0.0,0.0,28.21,23.67,8.71,5.25,12.4,301.62
332,2016-11-28,5.08,0.0,0.0,2.54,0.0,0.0,8.46,7.24,249.88
333,2016-11-29,10.18,0.81,0.81,88.12,52.79,85.33,81.0,12.28,169.38
334,2016-11-30,11.9,0.6,0.6,98.46,98.67,76.12,63.42,9.71,170.29
335,2016-12-01,11.2,0.5,0.5,73.29,69.0,50.79,28.04,16.21,208.0
336,2016-12-02,6.97,0.0,0.0,24.54,13.5,14.79,14.17,16.73,267.0
337,2016-12-03,6.95,0.0,0.0,33.08,33.92,4.04,0.29,19.2,289.83
338,2016-12-04,5.6,0.0,0.0,26.79,22.17,0.38,21.67,10.12,274.21
339,2016-12-05,4.92,0.25,0.25,76.12,43.96,54.75,54.67,9.6,199.42
340,2016-12-06,4.65,0.03,0.03,41.67,9.5,22.62,85.46,8.54,225.0
341,2016-12-07,5.37,0.36,0.36,98.04,94.62,66.88,29.79,9.66,165.67
342,2016-12-08,4.29,0.0,0.0,50.96,7.83,42.04,62.12,9.02,250.79
343,2016-12-09,2.12,0.0,0.0,23.67,16.04,16.33,0.0,20.55,282.92
344,2016-12-10,-0.36,0.0,0.0,36.0,19.58,33.38,2.25,12.13,284.21
345,2016-12-11,-1.15,0.02,0.0,49.04,0.33,47.04,68.25,7.24,240.96
346,2016-12-12,3.47,0.45,0.45,88.0,63.71,69.08,83.5,9.93,194.33
347,2016-12-13,2.84,0.0,0.0,35.21,0.92,32.5,49.67,9.37,249.25
348,2016-12-14,3.43,0.0,0.0,32.25,7.83,33.46,18.38,8.84,276.75
349,2016-12-15,-1.94,0.0,0.0,34.12,1.96,49.79,8.21,22.56,271.92
350,2016-12-16,-5.69,0.0,0.0,33.88,12.04,22.0,32.67,18.49,265.08
351,2016-12-17,-2.41,0.58,0.3,81.54,44.04,73.62,78.46,7.24,187.96
352,2016-12-18,6.25,0.19,0.19,99.08,79.46,63.33,96.17,16.92,229.46
353,2016-12-19,-1.35,0.0,0.0,29.79,0.42,7.92,81.71,12.8,284.46
354,2016-12-20,-3.95,0.0,0.0,8.08,0.12,0.0,26.5,6.53,130.96
355,2016-12-21,-0.38,0.0,0.0,37.33,0.04,23.33,77.38,8.9,251.67
356,2016-12-22,2.59,0.0,0.0,48.79,4.12,44.29,61.25,7.72,236.42
357,2016-12-23,3.82,0.0,0.0,23.96,14.29,0.04,36.38,10.64,268.71
358,2016-12-24,4.14,0.38,0.38,77.88,38.12,71.46,80.54,9.76,227.46
359,2016-12-25,4.73,0.0,0.0,7.92,6.62,0.0,6.33,8.93,252.92
360,2016-12-26,1.28,0.0,0.0,47.08,40.46,31.42,19.58,10.72,74.62
361,2016-12-27,10.22,0.03,0.03,71.54,61.88,21.71,38.0,16.45,235.42
362,2016-12-28,4.08,0.0,0.0,28.88,29.83,2.96,0.46,9.43,303.38
363,2016-12-29,2.27,0.42,0.42,59.25,33.25,52.75,44.83,8.48,167.33
364,2016-12-30,2.42,0.0,0.0,14.75,3.42,19.33,0.29,17.67,263.0
365,2016-12-31,1.64,0.0,0.0,28.46,0.71,27.04,38.33,15.32,225.88
366,2017-01-01,6.17,0.0,0.0,37.08,11.96,32.42,23.04,13.21,260.08
367,2017-01-02,2.1,0.14,0.14,62.83,34.38,54.25,86.33,9.35,47.46
368,2017-01-03,4.87,0.39,0.39,100.0,99.96,90.33,89.33,17.32,47.12
369,2017-01-04,6.8,0.02,0.02,78.46,75.88,35.08,42.46,11.78,232.71
370,2017-01-05,0.23,0.0,0.0,32.71,0.0,32.67,43.67,16.77,259.71
371,2017-01-06,-1.1,0.11,0.0,85.83,46.5,70.08,65.71,7.81,285.04
372,2017-01-07,-4.33,0.29,0.0,71.88,14.54,67.92,75.54,13.75,177.88
373,2017-01-08,-6.95,0.04,0.0,39.25,21.0,42.75,0.0,16.6,296.54
374,2017-01-09,-9.74,0.0,0.0,32.88,0.0,40.21,29.17,9.17,246.92
375,2017-01-10,-6.18,0.0,0.0,55.0,0.0,54.29,74.71,7.96,181.33
376,2017-01-11,5.32,0.13,0.13,52.42,10.58,40.12,79.96,14.81,204.29
377,2017-01-12,10.42,0.27,0.27,72.46,24.21,49.29,91.58,16.18,209.46
378,2017-01-13,9.38,0.0,0.0,35.08,9.08,20.88,53.29,16.5,293.25
379,2017-01-14,-0.65,0.07,0.0,70.88,5.33,67.42,98.12,6.88,148.71
380,2017-01-15,0.35,0.02,0.0,30.88,7.71,31.5,31.0,7.1,285.08
381,2017-01-16,-0.21,0.0,0.0,12.38,0.04,3.83,33.21,6.48,291.5
382,2017-01-17,3.08,0.12,0.12,93.25,59.29,89.04,88.08,6.98,183.17
383,2017-01-18,4.21,0.21,0.21,99.79,98.0,66.75,7.08,9.72,56.42
384,2017-01-19,4.77,0.0,0.0,69.58,61.08,33.79,8.21,6.71,279.75
385,2017-01-20,4.18,0.08,0.08,65.58,40.75,26.62,81.54,5.71,176.17
386,2017-01-21,6.13,0.02,0.02,97.88,96.08,34.42,50.88,5.71,210.33
387,2017-01-22,6.85,0.01,0.01,99.88,98.04,42.67,80.96,5.92,136.71
388,2017-01-23,5.29,0.37,0.36,100.0,92.29,73.21,98.21,24.88,59.33
389,2017-01-24,3.52,1.34,1.34,100.0,99.79,96.12,67.04,25.65,142.08
390,2017-01-25,4.88,0.04,0.04,21.12,9.88,18.12,11.17,17.71,297.38
391,2017-01-26,6.9,0.08,0.08,55.12,17.54,64.38,14.96,10.63,237.08
392,2017-01-27,5.52,0.0,0.0,45.88,30.92,33.04,7.04,20.38,265.96
393,2017-01-28,2.74,0.0,0.0,42.12,36.29,24.71,8.83,18.13,259.0
394,2017-01-29,2.61,0.0,0.0,50.5,21.25,48.83,18.88,11.3,242.83
395,2017-01-30,1.06,0.0,0.0,53.38,5.29,77.25,7.17,10.17,306.75
396,2017-01-31,-1.5,0.07,0.0,52.67,19.38,54.5,26.25,7.24,196.79
397,2017-02-01,2.62,0.0,0.0,46.42,11.46,39.83,51.42,12.56,216.21
398,2017-02-02,3.28,0.0,0.0,41.71,4.88,54.88,14.46,12.19,270.25
399,2017-02-03,-0.55,0.0,0.0,37.67,0.0,38.17,49.0,9.27,295.12
400,2017-02-04,-1.9,0.0,0.0,18.17,7.29,14.12,10.46,16.35,288.75
401,2017-02-05,0.96,0.03,0.01,55.12,0.0,59.5,65.0,12.86,223.17
402,2017-02-06,4.48,0.0,0.0,9.5,7.79,4.0,0.12,10.83,267.42
403,2017-02-07,3.11,0.12,0.12,64.71,31.62,50.25,80.62,7.67,97.46
404,2017-02-08,8.67,0.04,0.04,67.08,40.88,17.62,86.62,10.47,223.46
405,2017-02-09,1.23,1.12,0.02,82.71,38.5,84.08,66.21,20.3,202.21
406,2017-02-10,-5.07,0.0,0.0,28.42,11.25,18.67,23.58,18.01,266.0
407,2017-02-11,0.68,0.05,0.0,74.0,4.54,74.75,85.0,7.24,195.38
408,2017-02-12,1.1,0.56,0.38,86.92,50.92,86.33,76.67,11.55,71.21
409,2017-02-13,2.12,0.01,0.01,53.29,44.17,22.88,3.58,25.09,300.58
410,2017-02-14,-0.2,0.0,0.0,12.83,4.0,1.0,28.58,11.43,271.12
411,2017-02-15,2.04,0.03,0.03,36.29,5.62,19.58,64.38,8.43,215.17
412,2017-02-16,1.31,0.0,0.0,25.92,21.75,10.46,0.0,21.39,298.42
413,2017-02-17,0.45,0.0,0.0,5.46,1.96,1.38,9.58,16.48,297.42
414,2017-02-18,5.07,0.0,0.0,10.71,0.0,1.67,32.42,9.64,238.88
415,2017-02-19,11.3,0.0,0.0,24.96,0.0,12.33,58.38,11.45,266.25
416,2017-02-20,8.55,0.0,0.0,1.79,1.79,0.08,0.08,10.95,309.79
417,2017-02-21,3.6,0.0,0.0,18.67,0.0,4.21,53.75,9.39,83.0
418,2017-02-22,5.89,0.0,0.0,56.83,0.38,46.5,94.96,7.4,206.17
419,2017-02-23,7.82,0.0,0.0,33.04,26.29,6.75,18.88,8.15,211.25
420,2017-02-24,11.95,0.0,0.0,37.29,15.17,17.62,43.71,10.28,192.67
421,2017-02-25,12.91,0.0,0.0,67.5,48.25,21.75,56.21,13.69,168.75
422,2017-02-26,5.79,0.06,0.06,41.5,32.04,21.21,15.29,18.57,294.92
423,2017-02-27,4.51,0.0,0.0,23.71,0.17,20.08,38.25,12.42,235.92
424,2017-02-28,8.57,0.0,0.0,42.08,6.96,38.88,50.12,7.31,146.88
425,2017-03-01,13.48,0.3,0.3,84.54,53.46,54.25,89.71,12.78,190.33
426,2017-03-02,11.05,0.0,0.0,17.96,0.46,14.75,29.12,28.3,268.12
427,2017-03-03,2.1,0.0,0.0,21.96,8.21,26.62,0.29,17.42,289.62
428,2017-03-04,-2.67,0.0,0.0,36.17,24.17,27.08,0.0,24.21,311.25
429,2017-03-05,-4.51,0.0,0.0,0.0,0.0,0.0,0.0,18.26,327.08
430,2017-03-06,0.46,0.0,0.0,10.42,0.0,7.12,20.67,6.16,159.88
431,2017-03-07,7.13,0.15,0.15,90.67,33.83,86.17,94.12,7.98,156.21
432,2017-03-08,11.46,0.11,0.11,57.46,16.54,60.88,56.21,16.45,235.96
433,2017-03-09,12.42,0.0,0.0,3.29,0.0,5.5,0.0,19.94,259.25
434,2017-03-10,4.49,0.35,0.0,74.46,23.79,92.42,42.71,13.19,151.29
435,2017-03-11,-3.65,0.0,0.0,55.88,31.54,51.58,0.0,22.27,303.29
436,2017-03-12,-3.78,0.0,0.0,35.88,28.92,18.08,5.71,18.37,302.17
437,2017-03-13,-3.1,0.0,0.0,15.58,0.0,6.17,39.5,8.86,268.5
438,2017-03-14,-0.78,2.13,0.37,96.92,76.29,95.46,72.83,23.9,106.67
439,2017-03-15,-4.44,0.0,0.0,59.5,49.62,57.29,18.38,23.44,279.0
440,2017-03-16,-1.23,0.0,0.0,34.88,27.54,16.25,6.0,19.61,276.79
441,2017-03-17,1.3,0.0,0.0,3.12,0.0,0.0,10.33,12.85,270.38
442,2017-03-18,0.72,0.1,0.05,56.21,36.79,49.54,20.92,10.94,130.92
443,2017-03-19,3.25,0.02,0.01,57.79,34.79,58.38,20.83,15.77,53.83
444,2017-03-20,4.55,0.0,0.0,2.12,0.0,1.83,3.25,11.07,329.25
445,2017-03-21,7.75,0.0,0.0,38.83,1.71,46.54,31.08,7.75,287.54
446,2017-03-22,4.62,0.0,0.0,12.92,1.67,11.5,15.21,19.94,312.25
447,2017-03-23,-0.35,0.0,0.0,0.12,0.0,0.0,0.38,13.43,311.04
448,2017-03-24,4.52,0.0,0.0,38.25,5.08,30.17,56.54,11.95,212.17
449,2017-03-25,8.88,0.08,0.08,64.5,17.42,49.33,93.83,9.26,169.21
450,2017-03-26,4.81,0.02,0.02,99.58,92.71,66.29,74.25,12.52,67.92
451,2017-03-27,6.38,0.36,0.36,99.96,99.21,60.54,36.58,7.2,116.96
452,2017-03-28,7.6,0.35,0.35,99.5,98.67,62.42,74.75,8.01,64.71
453,2017-03-29,8.79,0.05,0.05,50.04,51.5,23.58,10.88,12.48,298.92
454,2017-03-30,6.01,0.0,0.0,18.88,0.0,25.21,12.58,7.94,207.62
455,2017-03-31,5.0,0.91,0.91,98.46,77.0,99.75,99.75,14.8,113.21
456,2017-04-01,4.97,0.67,0.67,98.38,93.71,54.96,42.17,21.75,182.96
457,2017-04-02,8.69,0.0,0.0,34.12,21.29,23.25,5.25,11.35,289.04
458,2017-04-03,10.25,0.0,0.0,32.71,1.71,18.25,69.12,8.79,236.33
459,2017-04-04,11.64,0.8,0.8,100.0,92.17,64.75,51.83,11.7,97.29
460,2017-04-05,10.1,0.1,0.1,64.75,64.08,4.08,17.54,5.7,171.92
461,2017-04-06,7.56,0.94,0.94,88.42,81.21,49.25,89.42,17.89,94.67
462,2017-04-07,8.69,0.0,0.0,67.25,52.38,46.0,18.0,19.75,245.0
463,2017-04-08,7.72,0.0,0.0,15.92,8.25,11.33,5.62,20.84,293.88
464,2017-04-09,10.65,0.0,0.0,3.92,0.0,0.0,13.04,9.69,271.08
465,2017-04-10,14.46,0.0,0.0,18.62,0.0,0.17,61.67,10.38,206.83
466,2017-04-11,16.76,0.0,0.0,19.04,0.0,1.67,60.08,10.12,211.46
467,2017-04-12,16.72,0.04,0.04,35.42,2.17,20.38,70.62,6.4,246.58
468,2017-04-13,13.36,0.0,0.0,16.79,0.0,7.12,42.0,12.38,325.96
469,2017-04-14,12.49,0.0,0.0,20.54,0.0,28.75,10.83,6.97,172.58
470,2017-04-15,12.34,0.0,0.0,44.71,31.83,25.29,56.12,9.89,196.62
471,2017-04-16,18.95,0.0,0.0,23.92,4.54,21.92,23.58,14.02,229.96
472,2017-04-17,19.31,0.0,0.0,47.38,0.5,44.17,67.83,12.48,289.33
473,2017-04-18,13.81,0.0,0.0,11.33,1.0,6.58,21.58,11.31,156.21
474,2017-04-19,9.33,0.0,0.0,66.12,48.96,34.42,53.79,14.89,134.25
475,2017-04-20,12.35,0.2,0.2,96.5,77.33,50.96,73.96,7.0,106.12
476,2017-04-21,11.26,0.14,0.14,100.0,92.75,62.5,63.62,10.52,92.83
477,2017-04-22,11.56,0.15,0.15,99.54,89.38,68.38,50.71,7.26,92.5
478,2017-04-23,11.36,0.0,0.0,29.96,3.71,10.29,67.96,9.22,214.08
479,2017-04-24,11.44,0.0,0.0,58.5,2.83,54.25,77.83,6.96,134.71
480,2017-04-25,11.99,0.48,0.48,97.79,77.17,90.42,93.62,18.62,59.96
481,2017-04-26,13.51,0.67,0.67,99.83,99.96,62.21,51.46,15.51,49.25
482,2017-04-27,16.29,0.0,0.0,91.46,93.42,2.62,27.0,6.38,173.42
483,2017-04-28,18.21,0.0,0.0,36.12,21.33,11.17,33.92,6.88,191.75
484,2017-04-29,21.66,0.07,0.07,47.42,11.71,19.83,83.62,10.28,240.38
485,2017-04-30,16.72,0.0,0.0,77.25,68.25,10.96,58.38,13.18,163.46
486,2017-05-01,14.19,0.0,0.0,92.17,89.5,14.04,51.33,8.72,104.5
487,2017-05-02,20.16,0.05,0.05,60.42,40.71,34.92,39.5,18.97,227.58
488,2017-05-03,16.82,0.0,0.0,16.33,1.5,25.04,0.0,17.15,288.79
489,2017-05-04,12.92,0.0,0.0,24.92,0.0,10.5,62.0,11.29,177.17
490,2017-05-05,13.01,1.32,1.32,92.12,54.33,83.42,100.0,16.71,98.17
491,2017-05-06,16.32,0.27,0.27,71.33,57.12,25.33,59.83,17.95,161.71
492,2017-05-07,12.26,0.09,0.09,52.71,30.58,40.83,13.75,16.34,241.21
493,2017-05-08,10.8,0.0,0.0,33.21,4.75,41.33,13.75,14.98,286.42
494,2017-05-09,12.05,0.01,0.01,54.38,2.25,58.79,57.12,7.08,149.5
495,2017-05-10,13.0,0.0,0.0,40.79,7.33,43.58,26.96,6.78,120.75
496,2017-05-11,12.85,0.0,0.0,42.71,20.92,2.83,80.88,7.41,127.04
497,2017-05-12,12.54,0.0,0.0,59.42,48.83,1.96,64.42,7.25,109.38
498,2017-05-13,11.12,0.96,0.96,94.71,80.25,83.83,88.29,14.06,90.38
499,2017-05-14,12.25,0.32,0.32,69.79,51.92,58.29,3.96,17.37,229.12
500,2017-05-15,15.45,0.0,0.0,49.17,30.29,34.96,14.88,23.01,306.17
501,2017-05-16,18.18,0.0,0.0,14.46,0.0,4.96,38.21,12.34,290.62
502,2017-05-17,21.36,0.0,0.0,4.54,0.0,1.12,12.88,10.48,235.33
503,2017-05-18,25.78,0.0,0.0,20.33,0.0,9.42,48.92,11.88,230.25
504,2017-05-19,26.68,0.06,0.06,20.83,0.29,11.67,45.17,13.58,251.71
505,2017-05-20,18.31,0.05,0.05,59.25,3.0,57.83,73.79,12.66,85.17
506,2017-05-21,14.92,0.0,0.0,30.25,0.21,8.5,83.0,9.76,148.88
507,2017-05-22,14.28,0.47,0.47,96.88,79.08,93.0,97.17,9.15,133.04
508,2017-05-23,16.55,0.0,0.0,69.88,42.58,20.38,95.33,6.42,159.17
509,2017-05-24,16.82,0.05,0.05,71.67,13.08,65.17,77.08,7.69,102.79
510,2017-05-25,14.89,0.7,0.7,85.88,74.96,52.83,88.79,16.99,88.75
511,2017-05-26,17.35,0.44,0.44,71.79,62.58,46.46,41.04,12.85,232.62
512,2017-05-27,19.0,0.0,0.0,51.12,34.71,38.67,30.71,8.4,285.04
513,2017-05-28,17.97,0.01,0.01,65.67,37.75,32.29,55.46,8.95,125.33
514,2017-05-29,14.93,0.18,0.18,98.54,77.17,83.12,50.04,11.82,99.79
515,2017-05-30,14.25,0.03,0.03,96.96,89.0,14.62,84.5,11.91,139.96
516,2017-05-31,17.35,0.2,0.2,84.21,82.17,26.58,40.62,7.62,128.88
517,2017-06-01,20.21,0.0,0.0,29.92,20.54,19.04,0.96,7.78,242.79
518,2017-06-02,19.95,0.0,0.0,11.29,0.0,15.92,5.88,11.78,271.67
519,2017-06-03,17.94,0.08,0.08,24.25,0.62,29.04,21.08,12.44,297.71
520,2017-06-04,17.76,0.13,0.13,32.67,0.12,33.62,41.25,7.13,226.58
521,2017-06-05,17.63,0.37,0.37,89.54,56.46,72.88,98.54,5.4,105.0
522,2017-06-06,14.98,0.19,0.19,100.0,95.54,56.92,25.21,12.8,55.12
523,2017-06-07,15.02,0.0,0.0,88.75,91.88,18.29,0.58,10.95,45.92
524,2017-06-08,16.77,0.0,0.0,19.58,0.62,5.08,53.33,7.8,186.08
525,2017-06-09,18.69,0.0,0.0,26.96,0.04,35.33,18.75,8.58,212.83
526,2017-06-10,23.0,0.0,0.0,15.54,0.42,15.62,19.17,11.28,250.33
527,2017-06-11,25.72,0.0,0.0,12.67,1.12,4.92,29.0,11.78,240.92
528,2017-06-12,27.08,0.0,0.0,1.42,0.42,1.75,0.0,9.28,260.75
529,2017-06-13,28.84,0.0,0.0,13.29,0.04,9.54,25.12,9.64,267.25
530,2017-06-14,25.57,0.08,0.08,57.58,23.04,30.04,63.58,8.25,88.92
531,2017-06-15,20.86,0.0,0.0,39.12,17.92,33.75,14.08,10.55,145.96
532,2017-06-16,19.04,0.25,0.25,75.79,61.38,59.38,60.08,11.02,98.5
533,2017-06-17,20.35,0.6,0.6,100.0,99.62,53.58,64.42,7.21,78.42
534,2017-06-18,24.47,0.01,0.01,75.5,56.42,18.88,52.0,11.37,169.21
535,2017-06-19,26.14,0.51,0.51,46.0,27.54,13.38,54.25,14.67,205.42
536,2017-06-20,24.59,0.64,0.64,43.29,16.08,42.96,31.04,14.76,236.96
537,2017-06-21,25.01,0.03,0.03,17.29,0.92,21.33,11.71,10.13,249.46
538,2017-06-22,24.15,0.0,0.0,32.62,14.96,23.75,23.08,6.7,231.33
539,2017-06-23,26.22,0.06,0.06,50.42,10.08,30.67,76.54,12.5,216.92
540,2017-06-24,26.15,1.42,1.42,45.54,23.75,29.54,50.25,15.18,265.75
541,2017-06-25,25.22,0.0,0.0,14.75,0.04,22.0,4.79,8.66,251.54
542,2017-06-26,23.13,0.0,0.0,17.75,0.04,29.33,0.0,9.89,269.96
543,2017-06-27,21.76,0.12,0.12,30.75,3.0,35.33,23.0,8.04,216.12
544,2017-06-28,21.26,0.0,0.0,12.42,0.12,17.08,6.96,10.74,297.25
545,2017-06-29,23.39,0.0,0.0,41.71,3.0,23.42,83.21,13.09,216.33
546,2017-06-30,25.92,0.01,0.01,38.88,2.62,24.29,73.25,15.73,210.67
547,2017-07-01,25.59,0.07,0.07,47.54,19.04,34.92,34.54,13.0,196.71
548,2017-07-02,25.86,0.04,0.04,27.46,17.92,11.04,15.58,9.42,261.08
549,2017-07-03,27.27,0.0,0.0,15.67,0.0,10.08,31.88,9.1,275.17
550,2017-07-04,25.67,0.03,0.03,32.58,3.21,31.0,36.83,5.1,128.38
551,2017-07-05,25.15,0.0,0.0,13.46,1.08,11.29,18.83,8.79,82.04
552,2017-07-06,22.8,0.02,0.02,61.88,1.29,59.5,83.46,8.85,127.29
553,2017-07-07,22.65,1.03,1.03,89.46,74.17,75.0,74.17,11.53,91.67
554,2017-07-08,24.78,0.0,0.0,32.75,5.67,30.04,31.88,10.01,247.88
555,2017-07-09,24.2,0.0,0.0,15.75,1.54,21.08,5.75,9.89,297.25
556,2017-07-10,24.31,0.0,0.0,19.0,2.75,24.83,5.33,9.39,220.96
557,2017-07-11,26.09,0.27,0.27,59.54,20.71,29.83,78.46,11.39,230.38
558,2017-07-12,26.9,0.32,0.32,40.38,7.67,25.25,60.79,10.0,235.46
559,2017-07-13,28.07,0.0,0.0,52.29,4.04,41.38,79.42,10.15,247.79
560,2017-07-14,21.71,0.5,0.5,98.46,80.29,78.0,97.38,10.87,101.62
561,2017-07-15,23.5,0.25,0.25,79.42,68.5,39.88,28.75,7.85,212.5
562,2017-07-16,24.99,0.0,0.0,35.33,29.54,20.46,0.38,6.27,277.79
563,2017-07-17,25.62,0.0,0.0,33.67,17.21,14.33,32.17,8.18,184.12
564,2017-07-18,25.95,0.01,0.01,55.12,37.08,16.21,39.79,6.56,178.17
565,2017-07-19,28.25,0.0,0.0,17.21,8.67,12.46,6.5,8.52,235.62
566,2017-07-20,29.67,0.01,0.01,17.12,1.62,16.96,17.92,6.0,264.17
567,2017-07-21,28.77,0.0,0.0,31.29,5.08,21.08,46.62,8.62,302.62
568,2017-07-22,28.67,0.03,0.03,37.04,2.04,22.46,72.42,6.42,190.75
569,2017-07-23,24.63,0.99,0.99,97.17,62.42,88.46,71.67,7.2,137.58
570,2017-07-24,21.4,1.95,1.95,90.88,81.12,59.5,64.29,15.55,63.75
571,2017-07-25,19.37,0.02,0.02,87.38,77.62,34.58,2.08,8.74,62.5
572,2017-07-26,20.9,0.01,0.01,77.17,50.42,48.71,10.96,7.68,92.67
573,2017-07-27,21.48,0.03,0.03,74.33,46.21,32.96,78.04,6.9,207.88
574,2017-07-28,24.35,0.02,0.02,74.21,51.62,22.67,50.12,5.17,149.21
575,2017-07-29,22.49,0.4,0.4,64.42,19.92,38.25,82.83,16.56,35.62
576,2017-07-30,21.68,0.0,0.0,3.38,1.17,1.5,4.75,10.65,154.71
577,2017-07-31,23.78,0.0,0.0,6.04,0.75,7.88,2.21,5.48,267.5
578,2017-08-01,26.02,0.0,0.0,11.42,2.17,13.75,4.0,5.14,216.62
579,2017-08-02,24.97,0.31,0.31,47.17,24.46,21.79,58.96,4.65,215.46
580,2017-08-03,23.62,0.12,0.12,39.08,16.62,19.83,40.33,4.65,189.08
581,2017-08-04,24.83,0.15,0.15,28.0,7.33,22.75,25.83,10.85,158.0
582,2017-08-05,23.99,0.18,0.18,62.12,43.71,25.88,43.38,11.73,208.5
583,2017-08-06,21.82,0.0,0.0,25.96,0.58,14.88,54.96,12.07,291.96
584,2017-08-07,20.56,0.51,0.51,71.88,34.75,63.79,87.12,7.63,177.88
585,2017-08-08,21.22,0.0,0.0,81.08,49.38,43.0,83.79,8.56,269.0
586,2017-08-09,23.32,0.0,0.0,9.29,2.29,12.0,0.0,5.58,261.54
587,2017-08-10,23.78,0.0,0.0,14.08,1.33,12.67,17.33,6.42,196.21
588,2017-08-11,23.26,0.05,0.05,42.21,5.25,42.33,41.29,7.51,171.62
589,2017-08-12,22.25,0.52,0.52,94.62,68.46,46.67,72.75,6.82,144.33
590,2017-08-13,24.7,0.05,0.05,48.0,38.62,12.75,26.79,9.67,273.46
591,2017-08-14,23.79,0.0,0.0,51.38,16.08,22.83,77.33,6.31,198.12
592,2017-08-15,22.7,0.52,0.52,89.08,38.33,69.42,98.5,7.01,165.46
593,2017-08-16,24.12,0.0,0.0,62.08,54.29,14.88,14.17,6.13,270.21
594,2017-08-17,23.61,0.0,0.0,29.29,7.0,15.92,47.17,7.38,137.33
595,2017-08-18,24.77,0.76,0.76,77.42,55.42,20.33,74.38,11.47,174.5
596,2017-08-19,25.92,0.31,0.31,42.92,21.46,19.21,42.58,9.06,259.88
597,2017-08-20,24.95,0.0,0.0,12.17,6.54,8.58,3.58,12.02,291.42
598,2017-08-21,25.09,0.0,0.0,18.92,2.46,7.08,41.38,8.08,246.79
599,2017-08-22,26.47,0.04,0.04,54.29,35.08,17.29,61.67,11.48,215.46
600,2017-08-23,25.52,0.03,0.03,43.29,6.67,37.46,55.42,13.15,275.71
601,2017-08-24,22.9,0.0,0.0,3.88,1.33,4.08,0.25,7.8,316.88
602,2017-08-25,21.59,0.0,0.0,17.17,1.0,26.62,0.75,8.27,335.88
603,2017-08-26,20.96,0.0,0.0,13.33,1.54,20.04,0.0,7.31,148.5
604,2017-08-27,20.18,0.0,0.0,22.62,3.71,11.08,41.96,8.05,92.29
605,2017-08-28,19.98,0.0,0.0,36.71,14.12,7.79,64.25,9.66,82.62
606,2017-08-29,18.49,0.08,0.08,72.83,41.42,46.04,99.42,13.17,62.46
607,2017-08-30,19.27,0.22,0.22,54.12,28.46,61.08,24.33,12.73,200.25
