,date,temperature_2m (°C),precipitation (mm),rain (mm),cloudcover (%),cloudcover_low (%),cloudcover_mid (%),cloudcover_high (%),windspeed_10m (km/h),winddirection_10m (°)
916,2018-07-05,27.35,0.0,0.0,40.5,30.04,15.08,14.67,9.4,197.38
917,2018-07-06,26.65,0.25,0.25,66.25,25.29,37.62,84.38,14.13,245.38
918,2018-07-07,21.85,0.0,0.0,6.12,0.33,0.0,19.38,13.28,148.08
919,2018-07-08,21.78,0.0,0.0,0.0,0.0,0.0,0.04,5.97,181.96
920,2018-07-09,23.83,0.0,0.0,1.79,0.0,0.0,5.88,8.1,223.71
921,2018-07-10,26.1,0.0,0.0,1.38,0.0,2.12,0.46,9.59,250.71
922,2018-07-11,27.06,0.0,0.0,20.21,2.04,26.0,9.17,9.4,187.0
923,2018-07-12,24.28,0.0,0.0,43.96,5.79,43.92,41.25,6.82,122.12
924,2018-07-13,24.21,0.0,0.0,19.08,0.5,17.58,26.79,6.91,199.46
925,2018-07-14,25.22,0.0,0.0,31.04,9.75,24.92,33.88,11.57,227.62
926,2018-07-15,25.36,0.14,0.14,63.25,16.21,40.79,81.5,9.2,240.58
927,2018-07-16,27.28,0.05,0.05,13.67,2.67,12.17,13.12,8.14,223.71
928,2018-07-17,27.02,0.87,0.87,62.25,35.08,29.29,68.67,10.58,209.25
929,2018-07-18,24.56,0.11,0.11,30.08,5.71,31.75,20.92,11.64,252.71
930,2018-07-19,23.43,0.0,0.0,1.17,0.04,1.79,0.0,9.53,197.67
931,2018-07-20,23.23,0.0,0.0,2.83,2.0,0.5,2.42,9.02,169.79
932,2018-07-21,21.9,0.05,0.05,29.79,9.58,10.04,58.29,12.58,107.67
933,2018-07-22,23.5,1.14,1.14,84.46,72.29,39.88,60.92,22.92,125.88
934,2018-07-23,25.38,0.55,0.55,96.92,78.42,56.46,88.04,15.81,143.71
935,2018-07-24,26.18,0.16,0.16,81.25,53.79,31.92,85.42,18.71,153.08
936,2018-07-25,25.14,0.71,0.71,95.58,69.92,59.21,86.17,16.29,160.25
937,2018-07-26,25.15,0.42,0.42,70.42,25.38,64.38,52.75,8.3,215.21
938,2018-07-27,26.3,0.18,0.18,21.54,7.17,12.75,24.58,8.39,210.5
939,2018-07-28,24.45,0.65,0.65,60.38,30.08,30.17,54.96,4.46,221.42
940,2018-07-29,24.76,0.0,0.0,30.92,2.71,17.71,59.46,9.1,295.58
941,2018-07-30,24.07,0.0,0.0,31.96,1.0,15.92,71.46,6.48,199.29
942,2018-07-31,23.46,0.0,0.0,41.67,24.54,3.75,58.25,6.55,144.29
943,2018-08-01,25.75,0.28,0.28,70.46,39.62,36.71,75.0,10.46,149.92
944,2018-08-02,27.19,0.23,0.23,45.71,22.79,21.08,41.92,11.03,225.5
945,2018-08-03,26.2,0.5,0.5,65.08,43.04,21.04,56.46,9.71,198.62
946,2018-08-04,25.51,1.0,1.0,76.92,43.0,56.5,59.0,6.27,224.67
947,2018-08-05,27.68,0.0,0.0,6.33,0.54,9.54,0.17,5.61,270.33
948,2018-08-06,28.63,0.0,0.0,12.42,1.75,6.88,22.33,6.73,254.5
949,2018-08-07,28.13,0.01,0.01,21.33,7.33,12.0,24.75,10.03,216.33
950,2018-08-08,27.12,0.16,0.16,47.67,28.62,16.71,39.79,5.78,226.33
951,2018-08-09,27.48,0.03,0.03,29.58,6.21,19.79,40.25,9.95,273.21
952,2018-08-10,27.17,0.0,0.0,17.79,2.58,14.38,22.54,7.17,273.12
953,2018-08-11,25.03,1.06,1.06,80.04,16.12,68.88,93.08,4.8,119.42
954,2018-08-12,24.5,0.38,0.38,85.0,69.71,21.29,44.79,6.04,87.71
955,2018-08-13,23.79,0.43,0.43,92.04,81.62,49.08,81.08,11.43,85.58
956,2018-08-14,23.99,0.43,0.43,60.75,48.29,16.83,28.5,6.35,231.79
957,2018-08-15,25.28,0.03,0.03,27.83,10.29,16.88,28.0,12.18,271.88
958,2018-08-16,27.71,0.0,0.0,21.5,0.54,9.96,50.21,8.92,276.38
959,2018-08-17,27.74,0.09,0.09,33.83,4.46,16.5,66.58,8.62,216.75
960,2018-08-18,25.99,0.31,0.31,75.17,35.42,43.71,94.5,10.75,245.67
961,2018-08-19,22.41,0.08,0.08,91.58,73.92,75.42,54.58,11.8,58.25
962,2018-08-20,21.8,0.04,0.04,96.04,88.12,40.88,20.29,10.1,59.88
963,2018-08-21,22.14,0.0,0.0,76.42,66.04,29.62,12.25,9.35,115.88
964,2018-08-22,24.58,0.38,0.38,72.0,62.04,38.67,42.92,12.62,205.21
965,2018-08-23,23.01,0.0,0.0,20.08,2.54,29.42,0.17,12.88,317.62
966,2018-08-24,22.95,0.0,0.0,1.17,0.12,1.75,0.0,6.41,254.71
967,2018-08-25,22.68,0.0,0.0,23.58,7.42,0.17,55.58,7.26,178.54
968,2018-08-26,23.28,0.0,0.0,30.08,27.58,4.04,9.58,9.6,207.42
969,2018-08-27,26.31,0.0,0.0,19.12,4.42,2.42,45.29,7.11,259.25
970,2018-08-28,28.99,0.0,0.0,15.54,0.46,5.67,38.79,8.84,244.79
971,2018-08-29,29.67,0.02,0.02,6.0,0.75,8.29,1.08,10.7,246.42
972,2018-08-30,28.85,0.0,0.0,18.04,4.21,16.33,14.83,10.4,281.46
973,2018-08-31,23.88,0.14,0.14,82.5,48.17,52.54,80.62,13.04,70.5
974,2018-09-01,22.34,0.03,0.03,57.83,27.79,38.83,39.0,10.6,101.92
975,2018-09-02,23.09,0.0,0.0,70.83,59.96,13.42,35.08,6.15,162.71
976,2018-09-03,26.52,0.0,0.0,63.38,54.75,9.75,39.42,7.45,218.75
977,2018-09-04,28.08,0.0,0.0,28.17,3.33,6.92,69.67,6.38,306.79
978,2018-09-05,27.44,0.01,0.01,19.5,10.88,11.25,9.42,5.21,115.12
979,2018-09-06,27.78,0.22,0.22,42.12,34.21,13.42,11.17,9.57,218.0
980,2018-09-07,23.78,0.22,0.22,75.71,50.58,32.5,87.46,8.79,78.12
981,2018-09-08,20.57,0.14,0.14,92.88,32.96,93.04,94.04,11.57,28.54
982,2018-09-09,15.71,0.83,0.83,96.12,26.17,99.21,100.0,15.0,32.25
983,2018-09-10,15.83,1.11,1.11,98.62,75.62,98.54,89.42,18.81,61.79
984,2018-09-11,19.71,0.1,0.1,99.75,99.04,34.12,44.83,7.45,194.12
985,2018-09-12,23.17,0.24,0.24,100.0,99.0,35.54,85.33,4.43,99.67
986,2018-09-13,22.64,0.21,0.21,99.33,100.0,48.62,60.38,9.42,60.88
987,2018-09-14,21.81,0.0,0.0,93.42,97.46,18.12,2.25,10.5,75.83
988,2018-09-15,22.01,0.0,0.0,84.83,80.29,32.71,0.0,5.52,88.0
989,2018-09-16,22.37,0.0,0.0,27.96,27.62,3.67,2.71,4.4,199.21
990,2018-09-17,22.56,0.11,0.11,70.54,38.46,23.33,91.29,7.34,158.08
991,2018-09-18,24.08,0.82,0.82,87.96,50.0,58.29,91.21,12.5,187.71
992,2018-09-19,22.75,0.0,0.0,40.88,32.33,9.67,19.42,8.88,145.33
993,2018-09-20,20.41,0.0,0.0,92.46,95.5,16.42,2.29,8.33,117.29
994,2018-09-21,20.72,0.0,0.0,94.96,95.62,27.67,14.79,11.42,164.67
995,2018-09-22,21.57,0.08,0.08,49.96,27.96,29.92,22.58,15.31,245.58
996,2018-09-23,16.9,0.03,0.03,84.17,42.33,61.83,98.54,8.89,32.21
997,2018-09-24,16.95,0.0,0.0,86.33,69.42,11.17,94.12,14.22,59.38
998,2018-09-25,17.88,1.94,1.94,100.0,95.12,89.58,97.29,14.67,116.33
999,2018-09-26,23.1,0.06,0.06,82.12,58.29,28.92,61.04,10.6,197.38
1000,2018-09-27,20.14,0.05,0.05,48.96,14.04,34.29,61.33,11.71,214.04
1001,2018-09-28,16.8,1.03,1.03,92.33,81.17,64.04,51.33,13.6,110.67
1002,2018-09-29,17.62,0.0,0.0,23.46,23.38,3.29,1.12,7.39,273.21
1003,2018-09-30,17.05,0.0,0.0,10.71,5.38,2.58,14.25,7.1,182.96
1004,2018-10-01,19.04,0.0,0.0,54.12,33.75,15.42,55.0,8.76,208.0
1005,2018-10-02,20.94,0.09,0.09,72.96,44.21,21.96,69.25,7.34,167.08
1006,2018-10-03,20.18,0.6,0.6,59.58,50.33,15.62,30.25,9.01,278.71
1007,2018-10-04,19.6,0.02,0.02,65.54,52.88,11.21,49.12,7.3,164.08
1008,2018-10-05,19.04,0.02,0.02,27.88,22.08,17.08,4.21,11.92,164.83
1009,2018-10-06,17.87,0.0,0.0,81.42,78.42,42.25,0.54,8.7,146.88
1010,2018-10-07,21.44,0.0,0.0,92.58,95.04,11.04,9.33,8.6,218.33
1011,2018-10-08,19.44,0.04,0.04,87.04,81.21,59.33,3.67,10.35,97.42
1012,2018-10-09,20.95,0.0,0.0,94.71,93.58,14.92,15.96,7.54,168.17
1013,2018-10-10,22.41,0.02,0.02,77.71,67.62,18.25,35.17,8.69,201.62
1014,2018-10-11,22.88,0.3,0.3,90.33,56.08,53.96,75.42,12.17,182.58
1015,2018-10-12,17.85,0.62,0.62,51.38,32.88,35.33,60.33,17.58,314.29
1016,2018-10-13,11.68,0.15,0.15,64.67,35.46,43.5,49.21,12.16,300.75
1017,2018-10-14,11.53,0.0,0.0,31.12,0.0,29.71,44.21,6.76,268.08
1018,2018-10-15,14.64,0.12,0.12,74.92,64.08,54.38,31.21,10.3,198.88
1019,2018-10-16,13.65,0.06,0.06,48.08,18.0,20.67,87.96,17.47,280.79
1020,2018-10-17,11.57,0.0,0.0,17.88,0.21,5.96,46.75,15.99,251.46
1021,2018-10-18,9.21,0.0,0.0,1.71,1.79,0.12,0.0,17.54,300.08
1022,2018-10-19,9.27,0.0,0.0,11.42,0.0,3.62,30.75,10.77,248.12
1023,2018-10-20,13.87,0.22,0.22,73.88,40.29,57.46,68.25,14.94,230.42
1024,2018-10-21,9.45,0.0,0.0,39.58,20.96,32.29,7.83,18.79,304.25
1025,2018-10-22,6.89,0.0,0.0,19.92,5.88,22.54,3.38,11.61,251.04
1026,2018-10-23,11.08,0.0,0.0,29.79,1.0,45.83,4.71,8.55,212.38
1027,2018-10-24,10.17,0.0,0.0,31.75,24.62,15.79,0.04,17.61,307.33
1028,2018-10-25,7.81,0.0,0.0,8.58,5.33,0.0,12.58,14.02,305.33
1029,2018-10-26,6.28,0.0,0.0,46.79,15.58,17.38,87.42,6.67,234.71
1030,2018-10-27,9.02,1.05,1.05,99.5,87.67,77.17,52.04,25.02,54.25
1031,2018-10-28,9.42,0.06,0.06,86.21,82.67,22.08,2.21,11.76,235.08
1032,2018-10-29,11.01,0.08,0.08,51.29,28.04,30.58,26.29,13.23,230.17
1033,2018-10-30,9.1,0.0,0.0,1.21,0.75,0.88,0.0,13.98,283.33
1034,2018-10-31,9.85,0.0,0.0,11.04,6.33,2.92,11.67,8.65,210.71
1035,2018-11-01,14.82,0.0,0.0,33.5,4.42,25.42,47.54,8.62,208.54
1036,2018-11-02,18.27,0.17,0.17,78.62,41.42,39.88,99.96,17.66,197.83
1037,2018-11-03,14.75,0.6,0.6,66.12,44.75,58.58,61.04,17.13,233.62
1038,2018-11-04,9.36,0.0,0.0,5.92,0.92,0.12,16.83,7.86,249.58
1039,2018-11-05,9.77,0.22,0.22,66.75,25.08,53.04,75.54,13.38,92.62
1040,2018-11-06,11.8,0.45,0.45,99.08,86.83,46.75,89.12,11.25,99.88
1041,2018-11-07,13.3,0.0,0.0,9.71,0.04,15.21,1.75,14.05,241.08
1042,2018-11-08,11.23,0.0,0.0,31.42,0.0,26.67,51.54,10.03,295.46
1043,2018-11-09,7.53,0.36,0.36,42.12,28.83,41.12,41.38,12.87,106.79
1044,2018-11-10,7.94,0.6,0.6,56.58,52.71,47.0,35.46,19.8,212.33
1045,2018-11-11,4.2,0.0,0.0,0.79,0.88,0.0,0.0,12.35,281.29
1046,2018-11-12,4.9,0.0,0.0,13.46,0.0,1.92,41.0,4.74,225.42
1047,2018-11-13,8.25,0.95,0.95,95.33,69.88,90.29,99.92,11.34,149.33
1048,2018-11-14,4.65,0.0,0.0,34.17,5.25,6.42,85.08,17.06,306.88
1049,2018-11-15,0.41,0.53,0.1,60.67,37.71,41.25,99.79,12.96,86.88
1050,2018-11-16,4.12,0.62,0.5,74.12,71.92,59.58,9.25,23.65,183.58
1051,2018-11-17,5.77,0.0,0.0,22.79,25.33,0.0,0.0,15.25,261.42
1052,2018-11-18,5.57,0.02,0.02,72.42,39.25,30.71,69.21,6.59,221.25
1053,2018-11-19,6.26,0.0,0.0,76.42,29.88,53.96,67.5,5.31,186.58
1054,2018-11-20,6.56,0.05,0.05,68.67,46.67,53.12,20.75,10.31,173.5
1055,2018-11-21,4.39,0.0,0.0,24.88,17.96,14.42,0.21,14.85,261.21
1056,2018-11-22,-2.23,0.0,0.0,12.83,10.96,4.38,1.12,21.26,320.92
1057,2018-11-23,-5.1,0.0,0.0,1.0,0.0,0.0,3.42,10.72,282.92
1058,2018-11-24,1.01,0.0,0.0,52.5,33.96,13.5,80.0,7.61,154.0
1059,2018-11-25,8.55,1.36,1.36,77.79,73.71,58.75,41.38,13.46,225.79
1060,2018-11-26,7.74,0.7,0.7,81.25,56.42,52.62,45.54,10.91,131.75
1061,2018-11-27,6.52,0.3,0.3,90.21,92.0,24.92,0.0,18.91,225.62
1062,2018-11-28,3.78,0.0,0.0,80.75,55.79,60.25,10.5,21.98,278.54
1063,2018-11-29,5.13,0.0,0.0,69.0,73.71,4.38,0.0,19.08,300.79
1064,2018-11-30,3.03,0.09,0.08,59.5,37.92,53.88,19.79,5.73,212.5
1065,2018-12-01,3.56,0.0,0.0,61.96,47.38,29.67,35.12,5.05,202.29
1066,2018-12-02,8.33,0.44,0.44,99.17,97.0,71.75,58.04,9.92,124.12
1067,2018-12-03,10.71,0.08,0.08,60.75,57.12,13.5,23.79,12.37,264.67
1068,2018-12-04,4.97,0.0,0.0,50.54,50.92,7.83,0.33,15.25,309.42
1069,2018-12-05,-0.46,0.0,0.0,27.62,1.33,31.58,24.75,8.45,111.08
1070,2018-12-06,0.77,0.0,0.0,25.29,4.46,19.29,32.54,11.71,263.96
1071,2018-12-07,2.42,0.0,0.0,19.21,3.33,20.46,12.96,14.68,276.29
1072,2018-12-08,-1.42,0.0,0.0,23.67,18.71,18.25,1.58,8.48,290.75
1073,2018-12-09,-1.13,0.0,0.0,30.0,0.0,0.0,99.88,5.54,273.38
1074,2018-12-10,-0.07,0.0,0.0,9.71,0.04,0.12,32.0,9.4,223.0
1075,2018-12-11,-0.52,0.0,0.0,0.08,0.08,0.0,0.0,6.51,88.08
1076,2018-12-12,1.59,0.0,0.0,24.83,18.42,4.25,21.25,10.59,291.25
1077,2018-12-13,1.08,0.0,0.0,74.21,33.08,65.5,37.54,10.51,74.46
1078,2018-12-14,4.62,0.0,0.0,88.75,80.0,32.62,55.0,8.95,90.33
1079,2018-12-15,8.48,0.16,0.16,100.0,87.79,96.58,98.33,7.55,114.75
1080,2018-12-16,5.73,0.86,0.86,97.75,78.0,95.83,40.83,20.25,41.79
1081,2018-12-17,4.6,0.22,0.22,73.79,65.04,46.21,42.62,16.28,296.21
1082,2018-12-18,2.32,0.0,0.0,21.58,22.71,1.79,0.0,20.12,307.29
1083,2018-12-19,-0.46,0.0,0.0,10.88,0.0,0.0,36.29,9.04,271.71
1084,2018-12-20,1.63,0.13,0.13,40.38,24.33,25.25,69.21,6.15,193.79
1085,2018-12-21,12.15,2.02,2.02,99.08,87.04,95.17,73.75,17.7,137.58
1086,2018-12-22,9.03,0.01,0.01,65.29,49.25,37.46,34.12,18.62,239.67
1087,2018-12-23,4.31,0.0,0.0,24.75,25.62,2.17,0.83,11.15,273.25
1088,2018-12-24,3.49,0.07,0.06,77.58,38.58,75.46,42.21,6.85,160.5
1089,2018-12-25,2.7,0.0,0.0,24.25,14.25,16.62,22.33,13.54,290.17
1090,2018-12-26,1.88,0.0,0.0,23.92,22.42,1.46,9.46,8.8,278.75
1091,2018-12-27,2.98,0.0,0.0,13.12,8.21,4.29,10.33,8.12,213.29
1092,2018-12-28,7.74,0.92,0.92,92.83,80.58,91.04,98.25,14.24,156.54
1093,2018-12-29,10.12,0.0,0.0,43.79,42.83,7.04,28.38,14.4,271.75
1094,2018-12-30,3.02,0.0,0.0,55.29,46.67,9.5,33.79,5.57,173.54
1095,2018-12-31,2.95,0.18,0.18,57.92,34.75,31.79,82.38,7.61,167.46
1096,2019-01-01,10.05,1.02,1.02,75.83,66.12,36.83,78.67,21.08,236.54
1097,2019-01-02,3.41,0.0,0.0,42.29,12.04,5.17,94.54,7.98,201.96
1098,2019-01-03,4.48,0.0,0.0,70.62,57.92,34.17,78.25,11.08,225.25
1099,2019-01-04,3.16,0.0,0.0,17.92,1.0,0.0,56.5,10.31,240.25
1100,2019-01-05,6.22,0.55,0.55,90.17,82.79,76.42,50.67,11.5,136.29
1101,2019-01-06,5.72,0.0,0.0,27.88,24.04,11.33,0.0,15.65,290.42
1102,2019-01-07,-0.62,0.0,0.0,21.54,0.08,14.75,42.21,12.43,250.42
1103,2019-01-08,2.52,0.05,0.04,90.04,52.08,76.88,38.33,6.94,179.42
1104,2019-01-09,5.68,0.15,0.15,61.71,59.12,33.42,1.29,17.99,253.92
1105,2019-01-10,1.35,0.0,0.0,51.79,31.79,40.29,26.71,23.45,293.08
1106,2019-01-11,-2.0,0.0,0.0,13.33,14.17,0.08,1.62,21.23,309.0
1107,2019-01-12,-3.64,0.0,0.0,25.75,0.0,19.71,46.04,9.64,312.17
1108,2019-01-13,-2.07,0.0,0.0,63.04,1.5,74.25,57.12,8.51,83.5
1109,2019-01-14,-2.85,0.0,0.0,31.21,24.54,7.33,15.67,13.24,111.79
1110,2019-01-15,-2.55,0.0,0.0,14.38,0.54,10.42,25.08,6.95,311.67
1111,2019-01-16,-1.0,0.0,0.0,25.58,27.96,0.29,0.75,10.85,248.33
1112,2019-01-17,-1.47,0.0,0.0,46.58,9.5,34.96,57.96,8.86,232.21
1113,2019-01-18,-0.49,0.03,0.0,94.21,64.17,68.88,38.33,5.39,111.88
1114,2019-01-19,0.7,0.0,0.0,50.62,32.46,31.42,72.79,8.34,200.75
1115,2019-01-20,1.62,1.2,1.09,86.33,84.25,76.96,73.12,17.74,158.38
1116,2019-01-21,-11.13,0.0,0.0,25.96,25.38,5.79,0.0,27.33,300.0
1117,2019-01-22,-7.54,0.0,0.0,3.38,0.0,0.0,11.25,14.71,288.42
1118,2019-01-23,-0.35,0.0,0.0,61.88,14.54,44.33,89.67,11.14,191.25
1119,2019-01-24,8.94,1.08,1.08,95.58,88.58,89.83,74.12,21.9,208.04
1120,2019-01-25,2.1,0.0,0.0,22.38,22.5,3.62,0.0,15.61,268.83
1121,2019-01-26,-1.86,0.0,0.0,21.92,0.0,30.75,11.54,10.23,249.54
1122,2019-01-27,1.4,0.0,0.0,22.46,1.83,20.83,27.38,11.79,171.38
1123,2019-01-28,-0.05,0.0,0.0,29.33,2.92,4.67,79.17,10.4,189.46
1124,2019-01-29,-1.66,0.07,0.07,54.75,29.71,48.12,61.67,8.5,95.29
1125,2019-01-30,-2.46,0.23,0.18,37.96,22.58,41.88,26.04,18.05,259.12
1126,2019-01-31,-12.56,0.0,0.0,0.0,0.0,0.0,0.0,18.78,272.88
1127,2019-02-01,-9.3,0.0,0.0,31.58,1.54,37.38,25.75,7.35,272.92
1128,2019-02-02,-5.84,0.0,0.0,18.83,0.0,0.0,62.88,9.98,257.33
1129,2019-02-03,0.95,0.0,0.0,12.29,4.33,0.79,25.75,9.48,235.0
1130,2019-02-04,3.63,0.0,0.0,3.58,2.62,0.08,3.62,6.79,220.75
1131,2019-02-05,5.36,0.0,0.0,13.58,3.08,6.67,22.42,8.67,235.58
1132,2019-02-06,4.24,0.02,0.02,33.33,13.54,14.54,64.08,10.04,188.92
1133,2019-02-07,4.26,0.42,0.42,98.79,99.96,39.08,75.54,8.87,63.46
1134,2019-02-08,5.6,0.13,0.13,80.83,77.08,67.88,66.17,11.15,197.46
1135,2019-02-09,-1.03,0.0,0.0,3.29,0.0,0.0,10.88,22.2,300.25
1136,2019-02-10,-2.64,0.0,0.0,15.71,0.0,11.12,30.08,8.45,286.29
1137,2019-02-11,-0.06,0.02,0.0,93.88,22.29,95.38,99.67,5.3,168.17
1138,2019-02-12,-1.29,0.45,0.25,94.08,40.71,99.38,99.38,14.97,57.25
1139,2019-02-13,2.17,0.33,0.33,79.62,69.46,69.46,22.79,16.75,210.79
1140,2019-02-14,2.28,0.0,0.0,4.71,2.29,0.12,8.38,13.95,252.54
1141,2019-02-15,6.48,0.0,0.0,58.83,0.04,63.08,69.58,12.1,177.62
1142,2019-02-16,5.58,0.0,0.0,29.75,1.62,25.62,42.83,12.16,306.0
1143,2019-02-17,-0.45,0.0,0.0,13.79,1.42,8.62,25.88,9.57,212.67
1144,2019-02-18,1.73,0.32,0.21,87.96,83.04,56.88,69.75,11.44,156.38
1145,2019-02-19,-1.27,0.0,0.0,9.75,0.38,0.0,31.17,14.84,313.92
1146,2019-02-20,-1.74,0.25,0.0,61.33,22.29,47.96,100.0,7.33,170.17
1147,2019-02-21,3.23,0.43,0.38,69.62,67.71,41.96,63.67,11.6,200.21
1148,2019-02-22,5.08,0.0,0.0,35.04,0.08,9.21,98.04,9.85,310.33
1149,2019-02-23,2.01,0.0,0.0,37.38,0.08,12.12,100.0,7.0,152.38
1150,2019-02-24,5.04,0.77,0.77,98.5,90.29,77.75,74.12,11.25,123.25
1151,2019-02-25,4.56,0.0,0.0,24.92,11.67,24.12,0.0,31.89,273.25
1152,2019-02-26,-0.32,0.0,0.0,10.62,6.21,3.12,10.33,20.47,294.83
1153,2019-02-27,-2.9,0.0,0.0,61.17,14.67,70.33,21.21,10.63,203.54
1154,2019-02-28,-0.86,0.02,0.0,53.12,34.75,36.62,40.33,10.92,167.17
1155,2019-03-01,-0.89,0.1,0.0,80.04,42.12,63.88,65.0,8.1,61.58
1156,2019-03-02,1.28,0.41,0.02,94.12,87.0,73.54,53.04,10.76,88.54
1157,2019-03-03,2.88,0.04,0.01,64.54,33.46,45.29,58.67,8.45,245.0
1158,2019-03-04,1.51,0.82,0.01,69.38,59.88,51.33,39.0,14.05,210.88
1159,2019-03-05,-2.7,0.0,0.0,11.25,10.21,3.38,0.0,10.7,278.12
1160,2019-03-06,-4.03,0.0,0.0,30.5,11.5,36.08,0.0,17.2,290.42
1161,2019-03-07,-4.34,0.0,0.0,48.62,34.04,43.5,0.0,13.17,270.04
1162,2019-03-08,-1.28,0.0,0.0,38.17,0.58,25.0,75.62,6.04,175.29
1163,2019-03-09,2.48,0.0,0.0,11.5,0.42,5.33,26.25,6.48,221.08
1164,2019-03-10,3.5,0.65,0.53,82.46,66.71,47.42,79.29,13.32,116.21
1165,2019-03-11,6.4,0.0,0.0,30.5,22.0,6.67,26.58,13.52,274.62
1166,2019-03-12,4.34,0.0,0.0,18.75,14.33,9.67,0.0,16.49,305.25
1167,2019-03-13,2.28,0.0,0.0,17.29,0.0,11.67,34.12,6.75,249.38
1168,2019-03-14,6.69,0.02,0.02,48.33,5.58,37.17,69.88,8.85,149.21
1169,2019-03-15,12.67,0.01,0.01,50.17,20.04,13.21,83.71,16.03,194.21
1170,2019-03-16,10.15,0.31,0.31,38.42,16.75,38.0,5.08,19.75,280.25
1171,2019-03-17,3.64,0.0,0.0,29.88,21.21,30.92,0.0,13.24,287.42
1172,2019-03-18,2.99,0.0,0.0,26.75,1.46,42.29,0.0,8.03,251.67
1173,2019-03-19,3.99,0.0,0.0,18.92,0.21,31.21,0.0,5.95,302.29
1174,2019-03-20,4.79,0.0,0.0,25.5,12.33,10.83,26.12,8.99,173.83
1175,2019-03-21,7.07,0.37,0.37,93.88,61.83,77.42,85.46,11.18,100.46
1176,2019-03-22,6.89,0.68,0.68,85.54,73.96,70.42,26.92,23.83,190.04
1177,2019-03-23,5.0,0.0,0.0,44.92,4.79,52.79,34.08,26.92,292.67
1178,2019-03-24,7.08,0.0,0.0,14.33,0.0,8.75,30.12,13.87,271.5
1179,2019-03-25,9.48,0.0,0.0,82.38,1.04,89.75,91.38,8.85,242.96
1180,2019-03-26,4.9,0.02,0.02,22.17,0.0,20.62,32.71,13.63,153.21
1181,2019-03-27,3.5,0.0,0.0,9.17,0.0,0.0,30.38,10.55,156.67
1182,2019-03-28,5.1,0.0,0.0,13.54,0.04,1.5,41.79,10.29,180.75
1183,2019-03-29,9.49,0.01,0.01,67.0,0.92,66.67,87.08,9.1,208.67
1184,2019-03-30,12.36,0.0,0.0,46.54,6.17,36.54,63.38,11.36,157.08
1185,2019-03-31,12.19,0.24,0.24,57.62,20.21,48.5,68.46,17.96,225.71
1186,2019-04-01,4.77,0.0,0.0,28.54,15.04,24.92,0.0,21.51,306.38
1187,2019-04-02,5.31,0.0,0.0,28.04,6.83,19.25,41.0,10.03,136.21
1188,2019-04-03,9.71,0.23,0.23,34.0,9.79,29.58,45.33,17.97,216.62
1189,2019-04-04,10.68,0.0,0.0,8.29,0.0,3.5,20.58,13.26,294.92
1190,2019-04-05,5.5,0.17,0.17,68.96,19.38,65.92,86.62,11.48,90.29
1191,2019-04-06,8.6,0.14,0.14,79.79,74.17,57.79,4.04,7.9,234.58
1192,2019-04-07,12.04,0.0,0.0,22.58,3.71,4.79,54.21,9.08,144.46
1193,2019-04-08,15.07,0.31,0.31,81.33,50.38,50.58,88.12,11.04,206.08
1194,2019-04-09,10.32,0.02,0.02,91.0,70.92,21.54,93.25,9.42,129.04
1195,2019-04-10,10.05,0.0,0.0,32.71,21.62,22.12,0.96,13.34,275.79
1196,2019-04-11,7.23,0.01,0.01,32.46,0.71,40.58,24.83,8.6,111.33
1197,2019-04-12,11.24,0.05,0.05,78.62,50.67,38.42,95.96,10.65,122.79
1198,2019-04-13,16.72,0.66,0.66,79.58,54.58,55.92,87.25,13.21,204.75
1199,2019-04-14,16.16,0.0,0.0,70.46,49.46,24.29,84.33,8.5,189.62
1200,2019-04-15,14.85,0.47,0.47,96.67,82.21,71.46,45.0,21.58,213.88
1201,2019-04-16,10.96,0.0,0.0,6.12,2.17,7.0,0.0,21.22,286.17
1202,2019-04-17,12.16,0.01,0.01,56.92,19.71,57.79,22.71,9.34,137.83
1203,2019-04-18,12.35,0.07,0.07,78.62,40.04,48.29,70.5,14.21,131.33
1204,2019-04-19,17.97,0.02,0.02,50.75,14.58,20.75,83.62,18.91,189.38
1205,2019-04-20,17.78,0.89,0.89,91.21,70.42,58.46,99.08,21.45,169.17
1206,2019-04-21,14.79,0.01,0.01,62.0,19.83,42.12,80.46,10.75,139.67
1207,2019-04-22,14.54,0.25,0.25,70.46,8.96,68.46,82.88,9.14,209.71
1208,2019-04-23,16.89,0.07,0.07,33.12,7.12,28.46,33.96,8.34,271.88
1209,2019-04-24,18.05,0.01,0.01,18.92,1.75,17.29,22.88,13.52,266.88
1210,2019-04-25,13.74,0.0,0.0,36.33,0.0,24.75,71.21,7.9,109.25
1211,2019-04-26,13.65,0.62,0.62,93.5,48.62,89.38,79.75,12.84,109.33
1212,2019-04-27,12.81,0.27,0.27,53.5,22.33,63.12,25.38,24.13,269.71
1213,2019-04-28,10.83,0.17,0.17,48.88,13.62,59.62,17.62,8.77,216.25
1214,2019-04-29,9.73,0.0,0.0,21.0,2.08,11.83,40.42,10.36,223.38
1215,2019-04-30,11.93,0.13,0.13,96.46,92.38,42.88,82.92,8.22,161.62
1216,2019-05-01,11.86,0.06,0.06,83.25,70.67,60.92,50.29,10.01,102.25
1217,2019-05-02,13.82,0.06,0.06,91.42,81.67,13.67,68.79,6.53,197.5
1218,2019-05-03,11.23,0.14,0.14,99.38,98.08,37.12,64.96,8.86,94.5
